Date,Open,High,Low,Close,Volume
2010-01-04,84.55679704858333,85.32432972661049,83.90965906430161,85.27918243408203,118944600
2010-01-05,85.22653543105451,85.5425780599743,84.91801352591102,85.50495147705078,111579900
2010-01-06,85.42220374779814,85.77587306795195,85.354482767009,85.56517791748047,116074400
2010-01-07,85.40713642685375,86.03170100499848,85.16634120577531,85.92635345458984,131091100
2010-01-08,85.70059738838685,86.24991448488359,85.5275288893746,86.21228790283203,126402800
2010-01-11,86.59605622622514,86.63367706683287,85.96396524930574,86.33268737792969,106375700
2010-01-12,85.76079558381207,85.94139054314203,85.19643131252192,85.52752685546875,163333500
2010-01-13,85.7457538613096,86.49071893030164,85.30931646430706,86.24992370605469,161822000
2010-01-14,86.15211205808123,86.64122905817128,86.09943827290304,86.48320770263672,115718800
2010-01-15,86.33269415684595,86.41546230908614,85.18138611644933,85.51248168945312,212283100
2010-01-19,85.49744839842181,86.63369795227943,85.4748689994014,86.58102416992188,139172700
2010-01-20,85.99406864699355,86.12198984375853,85.01584063871904,85.70059967041016,216490200
2010-01-21,85.72317740640209,85.98654627728774,83.94731053270041,84.05265808105469,344859600
2010-01-22,83.67639987643315,84.08274280612169,82.0886547356354,82.178955078125,345942400
2010-01-25,82.93145261799425,83.08195321042189,82.3294674713155,82.60035705566406,186937500
2010-01-26,82.27676218413772,83.12707447720535,82.0510199777283,82.25418853759766,211168800
2010-01-27,82.14884173213328,82.8336063017781,81.5167566595462,82.6454849243164,271863600
2010-01-28,82.91637036758823,82.96151765572043,81.2007045264666,81.69734191894531,316104000
2010-01-29,82.0510431928688,82.62293394472994,80.68151941886666,80.80944061279297,310677600
2010-02-01,81.38131927129527,82.07360464956251,80.89220248018988,82.06607818603516,187865000
2010-02-02,82.21661426958296,83.21741619270881,81.9306659421081,83.05939483642578,216327900
2010-02-03,82.68310575520344,83.1346016539186,82.40468979080578,82.6454849243164,172730700
2010-02-04,82.00590382674045,82.04352467159097,80.07953630264946,80.09458923339844,356715700
2010-02-05,80.18487866908042,80.42567387639556,78.69496011788378,80.2601318359375,493585800
2010-02-08,80.32033691312758,80.7643065438269,79.62052485264425,79.68072509765625,224166900
2010-02-09,80.6137842326315,81.38132279740921,79.96664612546982,80.68151092529297,337820500
2010-02-10,80.55359102064246,80.9674546829803,79.84625267346993,80.52349090576172,240511500
2010-02-11,80.41815171946156,81.45657995606378,79.95160850191017,81.36627960205078,223591600
2010-02-12,80.50844876250804,81.34370840405538,80.147258817575,81.2985610961914,304622100
2010-02-16,81.91559630742738,82.66055556609975,81.13301046618137,82.5777816772461,159317500
2010-02-17,82.97659115763909,83.08194443171176,82.57777467661465,82.96907043457031,168845100
2010-02-18,82.83359612610015,83.63122883142988,82.80349602048285,83.45816040039062,193708600
2010-02-19,83.23995849120928,83.95481750924432,83.04431062924863,83.6312484741211,222684900
2010-02-22,83.93976253534446,83.9623361825129,83.39797203926588,83.64629364013672,132346900
2010-02-23,83.4205519142364,83.67639425592414,82.41221825103275,82.63043975830078,207497000
2010-02-24,82.87877427867991,83.52591243793027,82.66807920190263,83.39046478271484,176350700
2010-02-25,82.2015180890679,83.33777285237056,81.9757758735766,83.27757263183594,259634700
2010-02-26,83.35281198755344,83.61618649170586,82.85617456862602,83.33023834228516,173589300
2010-03-01,83.67641591251737,84.27840682912979,83.65384225782131,84.19563293457031,147709700
2010-03-02,84.55679805348394,84.83521401539643,84.27837635056267,84.42887115478516,160992400
2010-03-03,84.64711113417638,85.00830678064037,84.29344195187063,84.50414276123047,150785000
2010-03-04,84.61702799359244,84.88040262287537,84.30098532766635,84.76000213623047,135770400
2010-03-05,85.30930362090304,86.03920990816181,85.1061292723075,85.97148895263672,176118800
2010-03-08,85.97901339555534,86.17465553425725,85.8360392825724,85.98653411865234,114631200
2010-03-09,85.7307076743525,86.52834078756158,85.68556036334401,86.12952423095703,154556700
2010-03-10,86.1671248413478,86.7465362083268,86.0918774320142,86.51326751708984,186088800
2010-03-11,86.31011686489485,86.89706059707211,86.04674798950109,86.87448120117188,160791100
2010-03-12,87.25074317857319,87.26579611246626,86.64123139918365,86.88202667236328,162074800
2010-03-15,86.73148019526822,86.96474886276293,86.23483701039837,86.90454864501953,146816800
2010-03-16,87.14535160156387,87.67961566474938,86.90455644997309,87.59684753417969,168673000
2010-03-17,87.86021601366907,88.40200653802411,87.60436793671954,88.11605834960938,177468100
