Date,Open,High,Low,Close,Volume
2010-01-04,8.915387745329292,9.044329494261762,8.896967701432713,9.019768714904785,92942347
2010-01-05,9.00748977019142,9.185551643371582,8.995209740431164,9.185551643371582,96770018
2010-01-06,9.179412753935583,9.24081363109316,9.11187186114508,9.203972816467285,75492798
2010-01-07,9.222391923486253,9.455714656243815,9.203971878464715,9.4004545211792,117869112
2010-01-08,9.351336740954775,9.40045759791755,9.271515798908066,9.345196723937988,111866140
2010-01-11,9.437296473403396,9.443436489622131,9.296075379544067,9.351335525512695,72747299
2010-01-12,9.2776531958511,9.32063329949138,9.154851458079564,9.216252326965332,137613736
2010-01-13,9.216251966130983,9.351333007397116,9.142570349690263,9.320632934570312,100839458
2010-01-14,9.289933178494588,9.394314879420353,9.265373117490066,9.363614082336426,70844542
2010-01-15,9.308354640982191,9.314493935864029,9.160992101453202,9.173272132873535,118059301
2010-01-19,9.136435853777726,9.296077757966392,9.087314990631763,9.289937019348145,100437782
2010-01-20,9.228531238261597,9.326772184077035,9.167130376816399,9.265371322631836,99359426
2010-01-21,9.259231988319652,9.320632854272482,8.903107542455782,9.001348495483398,310007531
2010-01-22,8.970651441969297,9.013632278849819,8.65750699230477,8.70662784576416,260932239
2010-01-25,8.829429668971187,8.86627048948135,8.669787795360163,8.755748748779297,179396215
2010-01-26,8.700484126761154,8.841705877936082,8.58996244287292,8.602242469787598,151799780
2010-01-27,8.626808618057062,8.82943136777702,8.589968511287202,8.81101131439209,254674696
2010-01-28,8.878546130608507,8.921526946470246,8.65750275855165,8.768024444580078,275452007
2010-01-29,8.829429618998423,8.946091375653817,8.68206777944868,8.70662784576416,222839929
2010-02-01,8.761885087907464,8.878546796258592,8.761885087907464,8.853986740112305,155187738
2010-02-02,8.8601290587591,8.964510774679956,8.823288961960007,8.939949989318848,135155306
2010-02-03,8.890827582926422,8.952229175165554,8.81714740222727,8.841708183288574,131388692
2010-02-04,8.761887953878379,8.77416798596826,8.454884268317851,8.461024284362793,266891017
2010-02-05,8.510144292386084,8.583825198470933,8.295241589569578,8.55926513671875,315216015
2010-02-08,8.577685092048261,8.577685092048261,8.375062422257093,8.38734245300293,132199183
2010-02-09,8.491720974619275,8.534701790603918,8.350499941133917,8.47330093383789,190172389
2010-02-10,8.485585722315083,8.632946839561098,8.430324852830061,8.54084587097168,155220729
2010-02-11,8.540844369576314,8.602245244785072,8.338222418464198,8.55926513671875,92212240
2010-02-12,8.461022961026671,8.565403938293457,8.405762825265098,8.565403938293457,125390768
2010-02-16,8.62680747399094,8.755749272242657,8.571547321164616,8.74346923828125,134800901
2010-02-17,8.811009789422878,8.811009789422878,8.731188851074647,8.774168968200684,81067751
2010-02-18,8.737323938243422,8.853985631993783,8.731183924975303,8.829424858093262,73617370
2010-02-19,8.774164093000278,8.909245827711933,8.768024079679572,8.878545761108398,72633555
2010-02-22,8.90924993349631,9.044331730459753,8.896969901195703,8.995211601257324,86110666
2010-02-23,8.952226565111742,9.01976671106106,8.79872407092462,8.829424858093262,144519031
2010-02-24,8.83556859407727,8.995211168795182,8.83556859407727,8.982931137084961,87297473
2010-02-25,8.860130401413748,8.970652150216134,8.804870247841045,8.958372116088867,130407585
2010-02-26,8.95837000562189,9.044330945090055,8.909249159856516,9.013630867004395,129857821
2010-03-01,9.044329902910105,9.062749947638956,8.982929753813938,9.038189888000488,65465319
2010-03-02,9.062750556272274,9.15485222775833,9.056610540950308,9.068890571594238,71151554
2010-03-03,9.08116866635388,9.142569527312652,9.050468596288558,9.075029373168945,69710915
2010-03-04,9.099588647432482,9.17326880925904,9.087308620461389,9.167129516601562,65092695
2010-03-05,9.216255645756988,9.363616774988348,9.203974890894932,9.345196723937988,99635663
2010-03-08,9.363614082336426,9.400454894671483,9.345194036583035,9.363614082336426,66161942
2010-03-09,9.314494072544369,9.455715877607142,9.283793993543044,9.394315719604492,110608058
2010-03-10,9.45571667865834,9.553958381441912,9.437296629697073,9.498698234558105,123834045
2010-03-11,9.474135978068311,9.584656975511539,9.461855947333317,9.578516960144043,75285990
2010-03-12,9.658335599205067,9.658335599205067,9.498694516533153,9.541674613952637,125183468
2010-03-15,9.486413767870896,9.560094655703843,9.437292935706225,9.541674613952637,86475904
2010-03-16,9.572374769292807,9.66447642053018,9.547813992576383,9.65833568572998,92828356
2010-03-17,9.713596848633228,9.805698502869921,9.701316099461026,9.77499771118164,113668817
2010-03-18,9.756578816787409,9.768858846576535,9.658337136817932,9.719738006591797,91978843
2010-03-19,9.65573787689209,9.766511527826596,9.618813085756786,9.65573787689209,110142617
2010-03-22,9.557276401885241,9.711127465680802,9.551122388232285,9.704974174499512,78909193
2010-03-23,9.729584424875648,9.791125247164366,9.674198335039916,9.784971237182617,79992227
2010-03-24,9.723430689536986,9.84035833612332,9.723430689536986,9.791126251220703,86346279
2010-03-25,9.858818571376856,10.04344028753104,9.821893794663344,9.83420181274414,150906813
2010-03-26,9.877284760009335,9.969595656978981,9.791127874672902,9.846514701843262,218970526
2010-03-29,9.901897073063589,9.932667842099072,9.797278192273728,9.858819007873535,76076908
2010-03-30,9.864977309460455,9.895748094137902,9.772666400371158,9.797283172607422,59183033
2010-03-31,9.735738914032954,9.852665831912336,9.729584903748316,9.815742492675781,72467985
2010-04-01,9.895747184753418,9.92651724413168,9.828053054121238,9.895747184753418,59488321
2010-04-05,9.951130268959492,10.006516354995599,9.926513508250036,9.994208335876465,55300582
2010-04-06,9.988056360320183,10.123445310879783,9.969593606745951,10.09882926940918,63364125
2010-04-07,10.123446928082629,10.160371718658485,10.000365978596365,10.061906814575195,91544300
2010-04-08,10.024983825039257,10.17268156893455,9.981905015373329,10.141911506652832,86447591
2010-04-09,10.17883586883545,10.203452641827512,10.117295020062611,10.17883586883545,64967625
2010-04-12,10.209606496643595,10.264993335849555,10.197298470702622,10.221915245056152,56718325
2010-04-13,10.209604640045663,10.283454227205256,10.160372545234543,10.228067398071289,85280479
2010-04-14,10.357301128823636,10.498844819521056,10.344993107453655,10.492690086364746,155369926
2010-04-15,10.517306501571765,10.535767810541047,10.418840888946107,10.44961166381836,101626682
2010-04-16,10.406535137523065,10.418843161167677,9.88959308714918,10.068060874938965,468533372
2010-04-19,9.951134207192018,10.184988830418778,9.938826183201895,10.166526794433594,319699563
2010-04-20,10.24652811555004,10.30191421508789,10.18498728248107,10.30191421508789,151176894
2010-04-21,10.308068219588252,10.40037910142741,10.12344573343863,10.240372657775879,210131946
2010-04-22,10.129602516001643,10.326533077289831,10.086524429841779,10.29576301574707,123733596
2010-04-23,10.314223387587138,10.369609489422801,10.25883656328008,10.326531410217285,109054906
2010-04-26,10.32037853925308,10.32037853925308,10.141910746453346,10.166526794433594,128910443
2010-04-27,10.0557501532828,10.166523781306058,9.797279558680625,9.821895599365234,289883143
2010-04-28,9.957286653296796,10.031134780265923,9.871129060223536,9.96343994140625,194917032
2010-04-29,10.092678348595872,10.246530099826552,10.043445528112313,10.191143989562988,153177515
2010-04-30,10.141907290796805,10.172677340287821,9.92651405447479,9.944976806640625,206146707
2010-05-03,10.031135673604874,10.160371352252747,10.000365617960794,10.135754585266113,110817944
2010-05-04,9.988054648386013,10.018824694950338,9.797278192273728,9.858819007873535,195182313
2010-05-05,9.698818298488112,9.969597014638476,9.661893501188977,9.803437232971191,227201362
2010-05-06,9.760352895600539,9.871126502291775,8.96032378023102,9.391109466552734,385070710
2010-05-07,9.397267191606563,9.563427680124722,9.15110454848288,9.286494255065918,434082852
2010-05-10,9.766513158143585,9.858824067684129,9.643431463775174,9.803437232971191,220172844
2010-05-11,9.655737318906818,9.926515974208543,9.649583307818462,9.766510963439941,149938016
2010-05-12,9.828051011540245,9.883437106910131,9.74804742884113,9.877283096313477,108045855
2010-05-13,9.846514981446854,9.871131028678713,9.698817253112793,9.698817253112793,117497842
2010-05-14,9.588039668376638,9.594193677663927,9.348031138758866,9.44649600982666,185612150
2010-05-17,9.446497013923327,9.532654598045644,9.224950488618578,9.452651023864746,215164644
2010-05-18,9.563425346950156,9.56957863487022,9.114177531082778,9.181872367858887,245298293
2010-05-19,9.095715377793475,9.286491127153262,9.009557795372238,9.19417953491211,282446426
2010-05-20,9.021871086855258,9.052641153935022,8.751092329138414,8.76955509185791,264759910
