Price,Open,High,Low,Close,Volume
Ticker,TLT,TLT,TLT,TLT,TLT
Date,,,,,
2010-01-04,57.00312300473933,57.168093333737325,56.83815751656204,56.98408889770508,2829100
2010-01-05,57.136347425936414,57.50435130253857,57.10462070033098,57.352073669433594,2841600
2010-01-06,57.21253109480858,57.26963827992031,56.54631287398959,56.584381103515625,4099600
2010-01-07,56.609743767368656,56.87623097204761,56.546295124467164,56.67953872680664,2793200
2010-01-08,56.79374946784052,56.825471369577464,56.317877374395,56.65415954589844,2910700
2010-01-11,56.46374771044325,56.698512765356064,56.324157939458125,56.343196868896484,2181300
2010-01-12,57.20611949308328,57.35205075459706,57.00307627564369,57.30763626098633,4321200
2010-01-13,57.060245508118726,57.28231821792686,56.60975377084451,56.641475677490234,4755000
2010-01-14,56.907919683430286,57.43454742431641,56.812744362271324,57.434547424316406,4188800
2010-01-15,57.75813686835491,57.94848749514512,57.72641499110156,57.78986358642578,4142800
2010-01-19,57.56142554086249,57.81522467818939,57.37107497766333,57.624874114990234,2496000
2010-01-20,57.942184366365055,58.22770567852542,57.910457624648956,58.20867156982422,2800500
2010-01-21,58.088146026578684,58.62112066678264,58.03103883465783,58.475189208984375,4363100
2010-01-22,58.430751930788134,58.570341867399804,58.227713343213466,58.37364959716797,3666900
2010-01-25,58.08174010364367,58.32284674000352,58.050013380598664,58.107120513916016,2419500
2010-01-26,58.38633491038644,58.443442082402086,57.935843214620746,58.12619400024414,3138100
2010-01-27,58.21498857965601,58.43071482409664,57.973881922783775,58.09443283081055,3325700
2010-01-28,57.82160591309508,58.18326835924943,57.77719139657855,58.06271743774414,3058200
2010-01-29,57.999270086834265,58.60203922998447,57.89774842353943,58.5703125,4930600
2010-02-01,58.395187577250525,58.4079250459493,57.97494341068887,58.03861618041992,3598500
2010-02-02,58.05772228722637,58.22963926539228,57.96857943070755,58.20417404174805,3047500
2010-02-03,57.82213069154283,57.92401102311805,57.478291859358876,57.529232025146484,5343700
2010-02-04,57.936757858647326,58.46525127811137,57.87945380150974,58.439781188964844,6095000
2010-02-05,58.1787661610721,58.84733829975636,58.076885725886,58.567176818847656,6875800
2010-02-08,58.497088677396206,58.67537443915103,58.35700561946809,58.64353561401367,3386000
2010-02-09,58.41429927373789,58.71993542369676,58.032257729730645,58.0577278137207,4790000
2010-02-10,58.146879090089634,58.325164845888544,57.43373120897149,57.5037727355957,5068000
2010-02-11,57.433761652794146,57.48470185514491,56.91163672351148,57.191802978515625,5087500
2010-02-12,57.50381940754378,57.57386099101599,57.274593290348605,57.42741394042969,2833800
2010-02-16,57.134455893611275,57.586538918894846,57.134455893611275,57.53559875488281,2440900
2010-02-17,57.255445046483935,57.363689274889765,56.72058778288632,56.8797721862793,4368200
2010-02-18,56.96254326655861,56.98801335268366,56.35764450933588,56.650543212890625,5121800
2010-02-19,56.82250811276815,56.994430124530346,56.6060194851284,56.95622253417969,3502500
2010-02-22,56.7460816704417,56.87342730339755,56.61873117956135,56.720611572265625,3382600
2010-02-23,56.886157855626266,57.6502461993591,56.8606926163004,57.605674743652344,5474500
2010-02-24,57.65659990967358,57.866719655851355,57.42100521496146,57.74574279785156,4423200
2010-02-25,58.05777061244299,58.12781218056807,57.879484751006565,58.07050323486328,3707700
2010-02-26,58.23606707372526,58.618108968901495,58.20423308291756,58.369781494140625,4349100
2010-03-01,58.337789358005026,58.46553905257285,58.10144706238223,58.344173431396484,2415200
2010-03-02,58.05037099696677,58.305875372829306,57.93539427149566,58.26755142211914,2260600
2010-03-03,58.13339862357082,58.17811151300305,57.935380221794254,58.12062072753906,2156100
2010-03-04,58.1014702777019,58.56137715925037,58.01843343038803,58.42723846435547,2374700
2010-03-05,58.01842501836118,58.0439759384471,57.56490715185049,57.66071701049805,3823200
2010-03-08,57.42436373758229,57.469076617102644,57.296609172282466,57.36048889160156,2850400
2010-03-09,57.47548325523238,57.488256279024846,57.105002211832655,57.3732795715332,2573700
2010-03-10,57.16249688970512,57.29663559011366,56.97087226341032,57.22637176513672,3216200
2010-03-11,57.09860411349509,57.57767283905188,57.08583109174944,57.4371452331543,2621000
2010-03-12,57.34133052826595,57.90344095200224,57.31578448476802,57.79485321044922,3099100
2010-03-15,57.711826993125,57.788479764197554,57.52020237545422,57.71821594238281,1936800
2010-03-16,57.84595116408621,58.1844922896466,57.83317814211791,58.17810821533203,3932600
2010-03-17,58.3250347691934,58.42723846435547,58.17173409979072,58.42723846435547,3481200
2010-03-18,58.39530058605445,58.433629409719735,58.133412136601315,58.23561096191406,2750300
2010-03-19,58.29307556152343,58.49747799362295,58.043960249693974,58.29307556152344,2976300
2010-03-22,58.35059423459648,58.440020044283614,58.26755737512732,58.35698318481445,2452300
2010-03-23,58.17175080396492,58.331440468505654,58.06955195279659,58.08232498168945,2910000
2010-03-24,57.386030277208434,57.64792345982928,56.88779969629246,57.02193832397461,8049300
2010-03-25,56.93253756837567,57.00280138610673,56.447084666484805,56.65787124633789,8268400
2010-03-26,56.55568886171053,56.92617003131936,56.52374898133884,56.81757736206055,4110700
2010-03-29,56.70897916393834,56.753692064252036,56.40876188754326,56.60039138793945,3245100
2010-03-30,56.542885871255535,56.81755215121708,56.38319628693695,56.77922821044922,3254600
2010-03-31,56.99000606234394,57.18163059389787,56.81753862327337,57.16885757446289,4263900
2010-04-01,56.91369372729058,57.08039061260603,56.69570963159535,57.02909851074219,2912400
2010-04-05,56.407204141844296,56.50978346140419,56.041756450096685,56.080223083496094,5652000
2010-04-06,56.29182337808116,56.32387728910127,56.00330882998119,56.170005798339844,3584600
2010-04-07,56.06740619854308,57.00987799305094,55.97123960031588,56.888065338134766,6389900
2010-04-08,56.99064590488373,57.14451735685733,56.72778237824071,56.9137077331543,3797600
2010-04-09,56.81112512591268,57.09963469319373,56.68289973856221,57.04834747314453,2311300
2010-04-12,57.17019856692486,57.420241664435494,57.11890642090004,57.34971618652344,2939600
2010-04-13,57.6317778680689,57.67024450499158,57.39455552691438,57.535606384277344,3090900
2010-04-14,57.548457704496705,57.61898316485351,57.13171768188476,57.131717681884766,3570100
2010-04-15,56.96501018913185,57.381750134889174,56.85601809467589,57.19581985473633,3698000
2010-04-16,57.31760373866694,57.69587192351356,57.2150195513628,57.612525939941406,8303900
2010-04-19,57.6189563589725,57.72153568627708,57.394554603241964,57.471492767333984,3211500
2010-04-20,57.606152250155304,57.69591102914226,57.471514081674876,57.67667770385742,2285000
2010-04-21,57.87537699628381,58.23441668366576,57.86896915455862,58.151065826416016,4162200
2010-04-22,58.27933188301432,58.40114453999354,57.9138841291062,57.977996826171875,2841400
2010-04-23,57.83694747658136,57.933118970448035,57.618963322536565,57.77283477783203,4776000
2010-04-26,58.0292990403292,58.11905781014057,57.66385122281544,57.83695602416992,4753900
2010-04-27,58.247272430653595,58.93328855362464,58.15110094039902,58.65119171142578,13199200
2010-04-28,58.426754656548226,58.567805438218045,58.01001993622844,58.151065826416016,8379500
2010-04-29,58.253674957440914,58.484484537003155,58.03568595830576,58.39472579956055,4067200
2010-04-30,58.52297060203901,59.09358200445767,58.4139785120233,59.067935943603516,6924800
2010-05-03,58.81698681628612,59.203008507918135,58.72691525185638,58.990699768066406,4211800
2010-05-04,59.71127163214429,60.13589892427994,59.55042885334115,60.0522575378418,11054800
2010-05-05,60.51549986714493,61.02376375763524,60.05870685611691,60.4061279296875,12219100
2010-05-06,60.579872767533516,64.33716058988564,60.33538841582903,62.27193832397461,19578200
2010-05-07,61.68642040616122,63.1082699736126,61.293963635447035,61.493412017822266,18740600
2010-05-10,59.936474856570754,60.43830370356228,59.891434151731026,60.21955490112305,10240100
2010-05-11,60.46404322920385,60.489773764373425,59.82710204174214,60.06515121459961,7729100
2010-05-12,59.923591723011455,60.00079803221206,59.58260578064081,59.608341217041016,5530800
