Date,Signal,DayReturn,TradeCost,PnL,Equity,Regime
2013-03-08,1,0.0042638879073639,0.0005,0.0037638879073639,1.0,0|0
2013-03-11,1,0.0037961658173564,0.0,0.0037961658173564,1.0,0|0
2013-03-12,0,-0.0022433158670691,0.0005,-0.0005,1.0,0|0
2013-03-13,1,0.0014128751761963,0.0005,0.0009128751761963,1.0,0|0
2013-03-14,1,0.0053241306071321,0.0,0.0053241306071321,1.0,0|0
2013-03-15,0,-0.0013201232252809,0.0005,-0.0005,1.0,0|0
2013-03-18,0,-0.0055184271113079,0.0,-0.0,1.0,0|0
2013-03-19,0,-0.0023232136568774,0.0,-0.0,1.0,0|0
2013-03-20,1,0.0069855025176854,0.0005,0.0064855025176854,1.0,0|0
2013-03-21,0,-0.0085432945291633,0.0005,-0.0005,1.0,0|0
2013-03-22,1,0.0080335357684873,0.0005,0.007533535768487299,1.0,0|0
2013-03-25,0,-0.0041775227390745,0.0005,-0.0005,1.0,0|0
2013-03-26,1,0.0080024551359472,0.0005,0.0075024551359471996,1.0,0|0
2013-03-27,0,0.0,0.0005,-0.0005,1.0,0|0
2013-03-28,1,0.0030734042879472,0.0005,0.0025734042879472,1.0,0|0
2013-04-01,0,-0.0039569970077609,0.0005,-0.0005,1.0,0|0
2013-04-02,1,0.0049340739540297,0.0005,0.004434073954029699,1.0,0|0
2013-04-03,0,-0.0101388983403274,0.0005,-0.0005,1.0,0|0
2013-04-04,1,0.0040582953338554,0.0005,0.0035582953338554,1.0,0|0
2013-04-05,0,-0.0044910521304941,0.0005,-0.0005,1.0,0|0
2013-04-08,1,0.0067671218471982,0.0005,0.006267121847198199,1.0,0|0
2013-04-09,1,0.0034566122054808,0.0,0.0034566122054808,1.0,0|0
2013-04-10,1,0.0122491518800789,0.0,0.0122491518800789,1.0,0|0
2013-04-11,1,0.0032766378376583,0.0,0.0032766378376583,1.0,0|0
2013-04-12,0,-0.0024493332324297,0.0005,-0.0005,1.0,0|0
2013-04-15,0,-0.0231741312112595,0.0,-0.0,1.0,0|0
2013-04-16,1,0.0147626774046565,0.0005,0.014262677404656499,1.0,0|0
2013-04-17,0,-0.0146113677021653,0.0005,-0.0005,1.0,0|0
2013-04-18,0,-0.0062535761017695,0.0,-0.0,1.0,0|0
2013-04-19,1,0.0086933949596008,0.0005,0.0081933949596008,1.0,0|0
2013-04-22,1,0.0044376017732103,0.0,0.0044376017732103,1.0,0|0
2013-04-23,1,0.0103097517545793,0.0,0.0103097517545793,1.0,0|0
2013-04-24,1,0.0006339776678736,0.0,0.0006339776678736,1.0,0|0
2013-04-25,1,0.0040532641240431,0.0,0.0040532641240431,1.0,0|0
2013-04-26,0,-0.0017659536628503,0.0005,-0.0005,1.0,0|0
2013-04-29,1,0.0066984690232749,0.0005,0.006198469023274899,1.0,0|0
2013-04-30,1,0.0023851158860008,0.0,0.0023851158860008,1.0,0|0
2013-05-01,0,-0.0087674076869227,0.0005,-0.0005,1.0,0|0
2013-05-02,1,0.0092871278500985,0.0005,0.008787127850098499,1.0,0|0
2013-05-03,1,0.0101413559708103,0.0,0.0101413559708103,1.0,0|0
2013-05-06,1,0.0025407467662821,0.0,0.0025407467662821,1.0,0|0
2013-05-07,1,0.0050683809255318,0.0,0.0050683809255318,1.0,0|0
2013-05-08,1,0.0045510243275905,0.0,0.0045510243275905,1.0,0|0
2013-05-09,0,-0.0028160415759007,0.0005,-0.0005,1.0,0|0
2013-05-10,1,0.0032541450222576,0.0005,0.0027541450222576,1.0,0|0
2013-05-13,1,0.000795282084814,0.0,0.000795282084814,1.0,0|0
2013-05-14,1,0.0103339316990687,0.0,0.0103339316990687,1.0,0|0
2013-05-15,1,0.0053857828468339,0.0,0.0053857828468339,1.0,0|0
2013-05-16,0,-0.0046951096671452,0.0005,-0.0005,1.0,0|0
2013-05-17,1,0.0096771998598741,0.0005,0.0091771998598741,1.0,0|0
2013-05-20,0,-5.989073293755087e-05,0.0005,-0.0005,1.0,0|0
2013-05-21,1,0.0014372363783325,0.0005,0.0009372363783325,1.0,0|0
2013-05-22,0,-0.0074171447079757,0.0005,-0.0005,1.0,0|0
2013-05-23,0,-0.0028924822787153,0.0,-0.0,1.0,0|0
2013-05-24,0,-0.0008463650735716,0.0,-0.0,1.0,0|0
2013-05-28,1,0.005988563417304,0.0005,0.0054885634173040005,1.0,0|0
2013-05-29,0,-0.0064942332108054,0.0005,-0.0005,1.0,0|0
2013-05-30,1,0.0036919415154759,0.0005,0.0031919415154759,1.0,0|0
2013-05-31,0,-0.0143516951270981,0.0005,-0.0005,1.0,0|0
2013-06-03,1,0.0055060686075858,0.0005,0.0050060686075858,1.0,0|0
2013-06-04,0,-0.0048068531797885,0.0005,-0.0005,1.0,0|0
2013-06-05,0,-0.0140006047882667,0.0,-0.0,1.0,0|0
2013-06-06,1,0.0090528824373445,0.0005,0.0085528824373445,1.0,0|0
2013-06-07,1,0.0127198628123903,0.0,0.0127198628123903,1.0,0|0
2013-06-10,0,0.0,0.0005,-0.0005,1.0,0|0
2013-06-11,0,-0.010315251558299,0.0,-0.0,1.0,0|0
2013-06-12,0,-0.0082768879338732,0.0,-0.0,1.0,0|0
2013-06-13,1,0.0152091388544997,0.0005,0.0147091388544997,1.0,0|0
2013-06-14,0,-0.006273146503394,0.0005,-0.0005,1.0,0|0
2013-06-17,1,0.0077217419773687,0.0005,0.0072217419773687,1.0,0|0
2013-06-18,1,0.0079055478435512,0.0,0.0079055478435512,1.0,0|0
2013-06-19,0,-0.0138165677019028,0.0005,-0.0005,1.0,0|0
2013-06-20,0,-0.0247782953391733,0.0,-0.0,1.0,0|0
2013-06-21,1,0.0032100965397465,0.0005,0.0027100965397465,1.0,0|0
2013-06-24,0,-0.0126358140013304,0.0005,-0.0005,1.0,0|0
2013-06-25,1,0.0096138214092988,0.0005,0.009113821409298799,1.0,0|0
2013-06-26,1,0.0099014531914263,0.0,0.0099014531914263,1.0,0|0
2013-06-27,1,0.0058694736812332,0.0,0.0058694736812332,1.0,0|0
2013-06-28,0,-0.0040975208557766,0.0005,-0.0005,1.0,0|0
2013-07-01,1,0.0058595852375014,0.0005,0.0053595852375014005,1.0,0|0
2013-07-02,0,-0.0009293306386721,0.0005,-0.0005,1.0,0|0
2013-07-03,1,0.000433958372306,0.0005,-6.6041627694e-05,1.0,0|0
2013-07-05,1,0.0107891398561736,0.0,0.0107891398561736,1.0,0|0
2013-07-08,1,0.0057045416264143,0.0,0.0057045416264143,1.0,0|0
2013-07-09,1,0.007197597646821,0.0,0.007197597646821,1.0,0|0
2013-07-10,1,0.0003630852578355,0.0,0.0003630852578355,1.0,0|0
2013-07-11,1,0.0136209801503177,0.0,0.0136209801503177,1.0,0|0
2013-07-12,1,0.0004180372536677,0.0,0.0004180372536677,1.0,0|0
2013-07-15,1,0.0038208118768958,0.0,0.0038208118768958,1.0,0|0
2013-07-16,0,-0.0037466731342784,0.0005,-0.0005,1.0,0|0
2013-07-17,1,0.0025668452812461,0.0005,0.0020668452812461,1.0,0|0
2013-07-18,1,0.005477198565303,0.0,0.005477198565303,1.0,0|0
2013-07-19,1,0.0017765615905975,0.0,0.0017765615905975,1.0,0|0
2013-07-22,1,0.0019508971416033,0.0,0.0019508971416033,1.0,0|0
2013-07-23,0,-0.0021241277554066,0.0005,-0.0005,1.0,0|0
2013-07-24,0,-0.0036653872232619,0.0,-0.0,1.0,0|0
2013-07-25,1,0.0024332447892636,0.0005,0.0019332447892636,1.0,0|0
2013-07-26,1,0.0010653120282844,0.0,0.0010653120282844,1.0,0|0
2013-07-29,0,-0.0030751361692972,0.0005,-0.0005,1.0,0|0
2013-07-30,0,0.0,0.0,0.0,1.0,0|0
2013-07-31,1,0.0007120510697669,0.0005,0.00021205106976690004,1.0,0|0
2013-08-01,1,0.0115583180615834,0.0,0.0115583180615834,1.0,0|0
2013-08-02,1,0.0016987655806339,0.0,0.0016987655806339,1.0,0|0
2013-08-05,0,-0.0014620685178473,0.0005,-0.0005,1.0,0|0
2013-08-06,0,-0.0056821580171926,0.0,-0.0,1.0,0|0
2013-08-07,0,-0.0032409140605168,0.0,-0.0,1.0,0|0
2013-08-08,1,0.0036648550617532,0.0005,0.0031648550617532,1.0,0|0
2013-08-09,0,-0.00288559055245,0.0005,-0.0005,1.0,0|0
2013-08-12,0,-0.0011812960639143,0.0,-0.0,1.0,0|0
2013-08-13,1,0.0029566213408824,0.0005,0.0024566213408824,1.0,0|0
2013-08-14,0,-0.0051294045284296,0.0005,-0.0005,1.0,0|0
2013-08-15,0,-0.0139858888496949,0.0,-0.0,1.0,0|0
2013-08-16,0,-0.0033060556613324,0.0,-0.0,1.0,0|0
2013-08-19,0,-0.0063918706276098,0.0,-0.0,1.0,0|0
2013-08-20,1,0.0049160839969795,0.0005,0.0044160839969795,1.0,0|0
2013-08-21,0,-0.0061602340134411,0.0005,-0.0005,1.0,0|0
2013-08-22,1,0.0091152257286457,0.0005,0.0086152257286457,1.0,0|0
2013-08-23,1,0.0033723179225049,0.0,0.0033723179225049,1.0,0|0
2013-08-26,0,-0.0037207087627392,0.0005,-0.0005,1.0,0|0
2013-08-27,0,-0.0160848320161416,0.0,-0.0,1.0,0|0
2013-08-28,1,0.0035509321081239,0.0005,0.0030509321081239,1.0,0|0
2013-08-29,1,0.0015868079634226,0.0,0.0015868079634226,1.0,0|0
2013-08-30,0,-0.0031675534015247,0.0005,-0.0005,1.0,0|0
2013-09-03,1,0.0045214325219324,0.0005,0.0040214325219324,1.0,0|0
2013-09-04,1,0.0082731819227541,0.0,0.0082731819227541,1.0,0|0
2013-09-05,1,0.0012666713879825,0.0,0.0012666713879825,1.0,0|0
2013-09-06,1,0.0004829436295505,0.0,0.0004829436295505,1.0,0|0
2013-09-09,1,0.0095751033673348,0.0,0.0095751033673348,1.0,0|0
2013-09-10,1,0.0073972600889076,0.0,0.0073972600889076,1.0,0|0
2013-09-11,1,0.0031387374242639,0.0,0.0031387374242639,1.0,0|0
2013-09-12,0,-0.0026566714236536,0.0005,-0.0005,1.0,0|0
2013-09-13,1,0.0022495585831903,0.0005,0.0017495585831902999,1.0,0|0
2013-09-16,1,0.0057875331482801,0.0,0.0057875331482801,1.0,0|0
2013-09-17,1,0.0044623015303577,0.0,0.0044623015303577,1.0,0|0
2013-09-18,1,0.0115747122290372,0.0,0.0115747122290372,1.0,0|0
2013-09-19,0,-0.0016762847745118,0.0005,-0.0005,1.0,0|0
2013-09-20,0,-0.0069916778016742,0.0,-0.0,1.0,0|0
2013-09-23,0,-0.0046275659746622,0.0,-0.0,1.0,0|0
2013-09-24,0,-0.0023536063690604,0.0,-0.0,1.0,0|0
2013-09-25,0,-0.0028902355237307,0.0,-0.0,1.0,0|0
2013-09-26,1,0.0038455231369105,0.0005,0.0033455231369105,1.0,0|0
2013-09-27,0,-0.0045967730064704,0.0005,-0.0005,1.0,0|0
2013-09-30,0,-0.0053285908781862,0.0,-0.0,1.0,0|0
2013-10-01,1,0.0079166019264453,0.0005,0.007416601926445299,1.0,0|0
2013-10-02,0,-0.0009450103983306,0.0005,-0.0005,1.0,0|0
2013-10-03,0,-0.0092212624541936,0.0,-0.0,1.0,0|0
2013-10-04,1,0.0075766004354167,0.0005,0.0070766004354167,1.0,0|0
2013-10-07,0,-0.008644407689384,0.0005,-0.0005,1.0,0|0
2013-10-08,0,-0.0116469443848703,0.0,-0.0,1.0,0|0
2013-10-09,1,0.0007253191188489,0.0005,0.0002253191188489,1.0,0|0
2013-10-10,1,0.0215582661435513,0.0,0.0215582661435513,1.0,0|0
2013-10-11,1,0.0064429866674127,0.0,0.0064429866674127,1.0,0|0
2013-10-14,1,0.0039942350473471,0.0,0.0039942350473471,1.0,0|0
2013-10-15,0,-0.0072542083208498,0.0005,-0.0005,1.0,0|0
2013-10-16,1,0.0139655836615297,0.0005,0.013465583661529699,1.0,0|0
2013-10-17,1,0.0066834443111429,0.0,0.0066834443111429,1.0,0|0
2013-10-18,1,0.0067543224443582,0.0,0.0067543224443582,1.0,0|0
2013-10-21,0,5.707685721900724e-05,0.0005,-0.0005,1.0,0|0
2013-10-22,1,0.0057917858167797,0.0005,0.0052917858167797,1.0,0|0
2013-10-23,0,-0.0047888451001114,0.0005,-0.0005,1.0,0|0
2013-10-24,1,0.0033225354159747,0.0005,0.0028225354159747,1.0,0|0
2013-10-25,1,0.0045675648000067,0.0,0.0045675648000067,1.0,0|0
