date,close,high,low,open,volume,BTC-USD_Return,BTC-USD_SMA10,BTC-USD_SMA20,BTC-USD_SMA50,BTC-USD_SMA100,BTC-USD_SMA200,BTC-USD_EMA12,BTC-USD_EMA26,BTC-USD_MACD,BTC-USD_Signal,BTC-USD_MACD_Hist,BTC-USD_RSI14,BTC-USD_BB_Upper,BTC-USD_BB_Middle,BTC-USD_BB_Lower,BTC-USD_Vol20,BTC-USD_ATR14,BTC-USD_Target,BTC-USD_HMM_Regime,BTC-USD_CP_Regime
2015-07-19,273.614013671875,275.6700134277344,272.51300048828125,274.7669982910156,15332500,-0.0046816392087172,286.02989807128904,275.08944778442384,252.2271987915039,242.9048696899414,247.0084701538086,278.61869481189325,270.4518870872497,8.166807724643547,10.157896492439829,-1.9910887677962807,50.909645780124194,303.4577511727986,275.08944778442384,246.72114439604903,0.029271126306376,12.566789899553568,1,0,0
2015-07-20,278.9809875488281,278.9809875488281,272.9599914550781,273.4989929199219,22711400,0.0196151279129632,285.4385955810547,275.88489761352537,253.2030184936524,243.32915954589845,246.8321301269532,278.6744321560371,271.0836723066259,7.590759849411199,9.644469163834104,-2.053709314422904,55.18372615788654,303.72157554278647,275.88489761352537,248.04821968426427,0.0291488962878959,12.295290265764503,0,0,0
2015-07-21,275.8330078125,280.5469970703125,275.41900634765625,278.8819885253906,22930700,-0.0112838504300482,283.7103973388672,276.7454978942871,254.26115875244145,243.7259596252441,246.6361351013184,278.2372899493391,271.43547493669064,6.801815012648433,9.07593833359697,-2.2741233209485365,54.99751411598701,303.37287194469127,276.7454978942871,250.11812384388293,0.0289694265333905,12.19664655412946,1,0,0
2015-07-22,277.22198486328125,277.6659851074219,274.3810119628906,275.6570129394531,19389800,0.0050355722899031,280.3458953857422,277.8359970092773,255.2895385742188,244.2523094177246,246.61683502197263,278.08108916686865,271.8641053016233,6.216983865245368,8.50414743992665,-2.2871635746812817,53.456322687780144,302.49858846529963,277.8359970092773,253.173405553255,0.028722925800786,11.818071637834818,0,0,0
2015-07-23,276.04901123046875,278.1109924316406,275.71600341796875,277.34100341796875,18531300,-0.004231171035699,278.7453979492187,278.82164764404297,256.2930389404297,244.82120956420897,246.67610504150392,277.7684617920379,272.1740983333896,5.594363458648274,7.922190643670975,-2.3278271850227004,53.67769570054928,301.3496160978366,278.82164764404297,256.2936791902493,0.0287890844255635,11.614214215959818,1,0,0
2015-07-24,288.27801513671875,289.25299072265625,275.2539978027344,276.0050048828125,37199400,0.0443001184888875,278.82680053710936,280.19124908447264,257.572119140625,245.46565979003907,246.7451251220703,279.38531615275804,273.36698105956214,6.018335093195901,7.541419533575961,-1.5230844403800594,51.89478328417256,301.4212588760587,280.19124908447264,258.9612392928866,0.0300366171263436,10.772070748465396,1,2,0
2015-07-25,288.6969909667969,290.7330017089844,286.00201416015625,288.1640014648437,20662200,0.0014533742015652,279.1135986328125,281.0304489135742,258.8470190429687,246.06689971923828,246.75766510009765,280.817881508764,274.50253734898695,6.315344159777055,7.29620445881618,-0.9808602990391248,47.28943398077558,302.2094915182898,281.0304489135742,259.85140630885866,0.0287615232888258,10.040283203124996,1,0,0
2015-07-26,292.6860046386719,293.052001953125,287.7059936523437,288.6400146484375,16032300,0.0138173025583552,280.57330017089845,282.21324920654297,260.18835906982423,246.7649397277832,246.74941009521484,282.6437466056729,275.8494608519265,6.794285753746351,7.195820717802214,-0.4015349640558634,36.57889650281531,303.2119063667336,282.21324920654297,261.2145920463523,0.0286544176979391,8.858640398297991,1,0,0
2015-07-27,293.6239929199219,297.77398681640625,287.45001220703125,292.6390075683594,30592000,0.0032047595935034,281.9885009765625,283.584098815918,261.6032189941406,247.46761962890625,246.8007850646973,284.3330152694035,277.16609285696325,7.166922412440272,7.190041056729826,-0.0231186442895543,51.57448360879504,303.7460881751054,283.584098815918,263.42210945673054,0.0284372971773477,7.457709176199777,1,0,0
2015-07-28,294.427001953125,296.64898681640625,293.4230041503906,293.63299560546875,25453600,0.002734820902126,283.94110107421875,284.7661987304688,262.9219790649414,248.1858895874024,246.8208801269531,285.8859362976684,278.4446787159381,7.441257581730213,7.240284361729904,0.2009732200003089,57.55685092571126,304.5370285370666,284.7661987304688,264.99536892387096,0.0283022734464039,7.008922031947544,0,0,0
2015-07-29,289.5899963378906,294.5360107421875,288.7770080566406,294.4840087890625,24672600,-0.0164285394449129,285.5386993408203,285.7842987060547,264.13281890869143,248.8355294799805,246.8948501586914,286.4557916884718,279.27025779904574,7.18553388942604,7.229334267269131,-0.0438003778430911,53.8164865778837,304.23942141311335,285.7842987060547,267.32917599899605,0.0286063408167264,6.857352120535718,0,0,0
2015-07-30,287.72198486328125,290.1260070800781,286.5679931640625,289.1029968261719,21635800,-0.0064505386865291,286.4127990722656,285.92569732666016,265.31119873046873,249.36005935668945,247.0051600646973,286.65059063844245,279.8963116556558,6.754278982786673,7.13432321037264,-0.3800442275859677,61.09769646172021,304.395428061653,285.92569732666016,267.45596659166733,0.0256668331905179,5.972708565848218,0,0,0
2015-07-31,284.6499938964844,288.9590148925781,282.343994140625,287.6960144042969,23629100,-0.0106769420774592,287.29449768066405,285.5024475097656,266.4100985717773,249.86479934692383,247.08943008422847,286.34280652429504,280.24843626608754,6.094370258207505,6.926332619939614,-0.831962361732109,55.74187566201129,303.6638913854672,285.5024475097656,267.341003634064,0.0249038597677393,5.856852940150674,0,0,0
2015-08-01,281.6010131835937,284.9320068359375,278.11199951171875,284.6860046386719,18995000,-0.0107113324372649,287.73240051269534,284.0391479492188,267.4424789428711,250.3161894226074,247.36813018798827,285.6132998564948,280.3486271488658,5.264672707629018,6.594000637477495,-1.3293279298484777,57.68916639582182,297.7716774367779,284.0391479492188,270.30661846165964,0.0202741600847886,5.740282331194201,1,0,0
2015-08-02,282.614013671875,283.0320129394531,277.52899169921875,280.4490051269531,17722200,0.0035972899274365,288.38890075683594,283.56714935302733,268.44671936035155,250.82964950561524,247.8906852722168,285.15187121270714,280.5164335579776,4.635437654729572,6.20228804092791,-1.5668503861983387,60.39407776667176,296.7788186034292,283.56714935302733,270.3554801026255,0.0154950927143111,5.907854352678576,0,0,0
2015-08-03,281.2269897460937,285.47100830078125,280.2330017089844,282.8059997558594,21474100,-0.004907838460522,287.6837982177734,283.2552993774414,269.40039916992185,251.3780194091797,248.2476002502441,284.5480432947666,280.5690673496899,3.978975945076741,5.7576256217576764,-1.778649676680936,52.856496348891696,296.3737873231374,283.2552993774414,270.13681143174546,0.015159064936874,5.851926531110495,1,0,0
2015-08-04,285.2179870605469,285.7149963378906,281.2250061035156,281.2250061035156,21908700,0.0141913737300123,287.3358978271484,283.2247482299805,270.3682989501953,252.03589935302733,248.6332051849365,284.6511115664252,280.9134317727163,3.737679793708821,5.353636456147906,-1.6159566624390846,61.685373021355495,296.32082588690355,283.2247482299805,270.12867057305743,0.0154829650456739,5.806355067661834,0,0,0
2015-08-05,281.8819885253906,285.5010070800781,281.4880065917969,284.84698486328125,20128000,-0.0116963118965146,286.2554962158203,283.4143981933594,270.988038635254,252.5618592834473,249.0463151550293,284.22509263703523,280.98517671735885,3.2399159196763776,4.930892348853601,-1.6909764291772236,55.53392386401604,296.305579011542,283.4143981933594,270.5232173751767,0.0144116771334479,5.858357020786834,0,0,0
2015-08-06,278.5769958496094,281.906005859375,278.40301513671875,281.906005859375,18792100,-0.0117247387570615,284.75079650878905,283.3696487426758,271.57389862060546,253.089079284668,249.3875051116944,283.35615466973894,280.80679294937744,2.549361720361503,4.454586223155182,-1.9052245027936792,52.85738431555163,296.3245085665496,283.3696487426758,270.414788918802,0.0146375653280631,5.937500000000004,1,0,0
2015-08-07,279.5849914550781,280.3919982910156,276.3659973144531,278.7409973144531,42484800,0.0036183734496617,283.2665954589844,283.6038482666016,272.1854583740234,253.62684921264648,249.71112510681152,282.77597571363725,280.7162891349849,2.059686578652361,3.975606294254618,-1.9159197156022567,36.83472988024985,296.07439052024847,283.6038482666016,271.1333060129547,0.0141401544778243,5.225143432617192,0,0,0
2015-08-08,260.9970092773437,279.9280090332031,260.7099914550781,279.74200439453125,58533000,-0.0664841917335932,280.4072967529297,282.972998046875,272.51327850341795,253.8753692626953,249.9595351409912,279.425365492669,279.2556017381225,0.1697637545464658,3.214437786312988,-3.044674031766522,22.940775591656887,298.47855866802416,282.972998046875,267.4674374257258,0.0206757208598139,6.259931291852682,1,2,0
